"","sound","amusement","anger","disgust","effort","fear","joy","pain","pleasure","sadness","no_reps","shown","rated","skipped","num.em","real.em","context","call","duration","sex","emotion","correct"
"35","ut_disgust_21-f-roar.mp3",0,9.36666666666667,34.9666666666667,12.8,0.333333333333333,0,6.23333333333333,0,1.36666666666667,1.5,30,28,2,1.28571428571429,"disgust","baby_food","roar",0.607,"OTHER","disgust",TRUE
"36","ut_disgust_24-f.mp3",5.08823529411765,0,23.6176470588235,4.11764705882353,3.52941176470588,2.94117647058824,1.97058823529412,1.23529411764706,0,1.76470588235294,34,27,7,1.25925925925926,"disgust","baby_food","tone",1.038,"OTHER","disgust",TRUE
"37","ut_disgust_27-f.mp3",1.10344827586207,0,18.5862068965517,10.8275862068966,0,0,5.13793103448276,14.6896551724138,0.310344827586207,1.72413793103448,29,29,0,1.24137931034483,"disgust","food_challenge","tone",0.505,"OTHER","disgust",TRUE
"38","ut_disgust_30-f.mp3",6.57575757575758,0,5.3030303030303,0,0,6.93939393939394,3.3030303030303,33.4242424242424,13.3333333333333,1.24242424242424,33,32,1,1.28125,"disgust","food_challenge","tone",0.67,"OTHER","pleasure",FALSE
"39","ut_disgust_34-f.mp3",0,3.03125,39,4.6875,0,0,12.96875,1.4375,1.1875,1.5625,32,30,2,1.06666666666667,"disgust","food_challenge","tone",0.591,"OTHER","disgust",TRUE
"40","ut_disgust_35-m.mp3",0.55,0,12.4,6.95,0,3.025,5.925,28.975,0.625,1.4,40,37,3,1.32432432432432,"disgust","baby_food","tone",0.638,"AM","pleasure",FALSE
"41","ut_disgust_37-f.mp3",0,0,51.0740740740741,4.22222222222222,2.51851851851852,0,6.96296296296296,10.2962962962963,0,1.18518518518519,27,27,0,1.22222222222222,"disgust","baby_food","tone",0.794,"OTHER","disgust",TRUE
"42","ut_disgust_39-c.mp3",0,0,64.75,0.25,0,0,0,0.0833333333333333,0,1.375,24,21,3,1.04761904761905,"disgust","food_challenge","grunt",0.443,"OTHER","disgust",TRUE
"43","ut_disgust_41-c.mp3",0,0,11.741935483871,14.741935483871,0,0.548387096774194,26.0967741935484,3.58064516129032,0.870967741935484,1.67741935483871,31,28,3,1.17857142857143,"disgust","food_challenge","tone",0.54,"OTHER","pain",FALSE
"44","ut_disgust_42-c_weird-tone-lemon.mp3",18.8333333333333,0,0,0.833333333333333,0,33.7,6.53333333333333,12.8333333333333,5.8,1.6,30,26,4,1.5,"disgust","food_challenge","tone",2.128,"OTHER","joy",FALSE
